month,mine_location,target_production,actual_production,equipment_available,equipment_utilization,downtime_hours,rainfall,temperature,soil_moisture,blast_count,blast_delay,mn_grade,ore_thickness,ore_depth,lithology
2023-11,MOIL-Mine-13,84850.25,61721.24,10,75.98,21.2,20.27,23.05,0.278,32,3.52,31.54,3.84,31.95,Manganese-bearing
2023-12,MOIL-Mine-13,87720.86,65774.72,10,85.82,19.8,16.04,23.14,0.148,24,3.67,31.37,4.29,29.29,Manganese-bearing
2024-01,MOIL-Mine-13,91393.19,66975.84,11,73.43,20.95,17.79,23.68,0.239,28,3.13,32.19,4.01,28.54,Manganese-bearing
2024-02,MOIL-Mine-13,91345.87,66691.5,11,86.98,28.51,10.12,25.78,0.209,19,3.43,32.44,4.53,32.96,Manganese-bearing
2024-03,MOIL-Mine-13,91651.61,72720.21,12,81.14,13.6,5.6,30.68,0.168,32,1.55,32.4,3.62,28.29,Laterite
2024-04,MOIL-Mine-13,87366.44,69149.19,9,87.23,16.66,3.33,30.98,0.239,21,3.5,30.4,4.67,31.85,Manganese-bearing
2024-05,MOIL-Mine-13,90122.07,63395.42,11,83.16,23.19,16.91,32.31,0.265,25,3.32,30.16,3.89,29.47,Banded formation
2024-06,MOIL-Mine-13,88426.67,49036.53,10,81.21,24.77,124.26,31.11,0.358,32,6.02,30.08,4.55,26.41,Manganese-bearing
2024-07,MOIL-Mine-13,90973.55,50035.45,10,78.86,25.96,147.67,27.44,0.474,24,7.4,31.44,4.77,32.38,Metamorphic
2024-08,MOIL-Mine-13,87848.71,52322.35,9,76.6,21.7,95.44,25.66,0.318,25,4.58,30.49,4.24,30.61,Manganese-bearing
2024-09,MOIL-Mine-13,91592.66,50375.96,10,64.13,43.06,235.34,28.36,0.597,31,11.32,30.99,4.01,27.22,Metamorphic
2024-10,MOIL-Mine-13,91070.83,66477.45,10,84.0,18.67,14.49,27.91,0.164,23,3.33,33.94,4.37,30.91,Laterite
2024-11,MOIL-Mine-13,89212.58,64857.09,10,75.7,20.08,3.81,27.77,0.152,26,3.01,28.37,4.24,27.48,Manganese-bearing
2024-12,MOIL-Mine-13,87811.32,60741.81,11,82.83,12.27,26.02,23.72,0.204,27,5.26,32.28,3.86,33.55,Banded formation
2025-01,MOIL-Mine-13,90811.83,61445.5,11,82.68,20.16,22.32,19.48,0.155,25,3.99,31.27,4.17,34.04,Metamorphic
2025-02,MOIL-Mine-13,90682.33,74458.23,9,82.08,22.24,2.1,22.8,0.178,25,1.62,33.85,3.91,30.09,Manganese-bearing
2025-03,MOIL-Mine-13,90563.8,52023.75,9,78.72,19.03,64.13,29.49,0.328,23,5.38,29.65,4.21,32.57,Laterite
2025-04,MOIL-Mine-13,92082.61,57814.26,10,77.27,15.68,32.29,34.31,0.307,25,4.35,30.06,5.27,32.54,Laterite
2025-05,MOIL-Mine-13,92225.49,70594.91,10,83.54,21.89,17.81,33.93,0.221,24,3.42,33.84,4.35,28.49,Manganese-bearing
2025-06,MOIL-Mine-13,90184.45,56010.59,10,75.82,27.55,75.68,30.83,0.292,27,4.66,31.36,4.53,30.82,Manganese-bearing
2025-07,MOIL-Mine-13,91005.14,55748.53,11,81.07,18.01,102.26,29.24,0.353,17,5.63,29.51,3.92,27.73,Manganese-bearing
2025-08,MOIL-Mine-13,92688.34,50978.59,11,66.34,32.51,247.85,29.17,0.61,26,9.3,28.76,4.26,28.36,Manganese-bearing
2025-09,MOIL-Mine-13,92810.2,72662.48,9,83.37,11.28,22.01,26.34,0.206,22,3.35,30.42,4.69,28.6,Manganese-bearing
2025-10,MOIL-Mine-13,92832.03,68280.57,11,76.42,16.21,12.45,28.85,0.225,22,3.7,32.59,4.41,29.74,Metamorphic
2025-11,MOIL-Mine-13,90310.64,50184.63,10,76.68,27.61,65.3,27.33,0.239,25,6.57,29.78,4.49,27.98,Manganese-bearing
2025-12,MOIL-Mine-13,92563.28,71302.18,10,86.34,9.03,47.7,23.58,0.267,28,3.5,31.1,3.79,31.21,Manganese-bearing
2021-01,MOIL-Mine-14,68824.71,47042.35,11,84.29,17.13,83.69,20.82,0.356,25,5.03,30.91,5.27,28.75,Manganese-bearing
2021-02,MOIL-Mine-14,69025.11,55524.9,12,79.94,18.06,27.89,23.99,0.255,23,2.07,35.64,5.46,33.49,Metamorphic
2021-03,MOIL-Mine-14,69941.12,48293.32,12,80.62,25.55,15.78,31.07,0.192,24,2.95,29.41,4.2,30.32,Metamorphic
2021-04,MOIL-Mine-14,68996.2,49012.64,10,78.47,21.37,40.97,30.94,0.271,18,4.37,32.62,5.09,31.64,Banded formation
2021-05,MOIL-Mine-14,67712.4,51700.16,11,88.68,16.32,36.61,37.36,0.304,23,3.41,32.46,4.57,26.08,Metamorphic
2021-06,MOIL-Mine-14,70040.73,38522.4,11,67.99,33.62,213.01,27.92,0.634,30,8.01,31.14,5.07,30.16,Manganese-bearing
2021-07,MOIL-Mine-14,69032.03,37967.62,10,74.81,26.22,226.93,25.63,0.53,27,10.03,30.82,5.54,29.68,Manganese-bearing
2021-08,MOIL-Mine-14,70645.74,47438.91,12,81.74,17.42,68.91,31.4,0.36,23,5.31,32.7,4.75,26.21,Banded formation
2021-09,MOIL-Mine-14,68568.22,51627.14,13,83.57,22.17,61.08,30.03,0.307,32,3.48,33.07,5.27,31.63,Manganese-bearing
2021-10,MOIL-Mine-14,71874.16,47238.58,12,78.19,24.24,15.34,28.7,0.238,26,4.25,33.42,4.5,28.84,Laterite
2021-11,MOIL-Mine-14,68734.73,50466.0,13,82.95,22.38,18.48,28.02,0.131,38,4.92,31.94,5.6,29.74,Metamorphic
2021-12,MOIL-Mine-14,70801.33,53605.77,12,81.89,31.77,26.62,21.86,0.21,28,2.95,32.78,5.75,30.18,Manganese-bearing
2022-01,MOIL-Mine-14,69787.8,44236.77,12,75.1,21.97,38.46,22.21,0.259,22,5.01,33.82,4.64,33.52,Laterite
2022-02,MOIL-Mine-14,68762.26,52308.23,13,82.5,26.13,12.07,25.17,0.187,22,3.84,33.55,5.2,31.13,Metamorphic
2022-03,MOIL-Mine-14,72393.56,64884.08,12,81.95,16.63,2.26,32.1,0.226,25,2.76,34.79,4.7,28.32,Manganese-bearing
2022-04,MOIL-Mine-14,72700.05,58197.07,12,80.19,16.28,36.01,32.4,0.202,31,4.01,33.44,5.23,28.56,Manganese-bearing
2022-05,MOIL-Mine-14,70211.79,55074.05,13,87.29,21.71,5.47,34.62,0.209,31,2.56,31.01,4.23,30.62,Manganese-bearing
2022-06,MOIL-Mine-14,71807.49,40763.77,13,74.91,21.49,90.22,35.78,0.422,33,6.52,31.92,5.34,28.63,Laterite
2022-07,MOIL-Mine-14,70143.83,41577.46,11,84.71,31.44,85.26,25.9,0.292,27,6.17,32.71,5.28,33.62,Metamorphic
2022-08,MOIL-Mine-14,72666.17,40214.94,12,82.08,30.03,111.01,28.05,0.413,26,6.81,34.11,5.07,35.35,Laterite
2022-09,MOIL-Mine-14,69187.04,38052.87,11,69.21,22.4,208.58,28.05,0.604,17,9.13,33.01,4.44,29.7,Manganese-bearing
2022-10,MOIL-Mine-14,71023.81,50513.28,11,84.03,10.73,25.1,26.61,0.277,33,3.55,32.16,4.64,34.62,Laterite
2022-11,MOIL-Mine-14,70455.86,47801.56,12,73.51,27.47,28.02,25.85,0.21,22,4.37,30.85,5.21,32.6,Manganese-bearing
2022-12,MOIL-Mine-14,72212.05,51360.17,12,84.58,25.17,38.29,21.07,0.214,22,5.13,33.67,5.17,29.99,Metamorphic
2023-01,MOIL-Mine-14,69559.09,49282.21,13,82.92,22.18,12.98,20.16,0.164,30,4.46,34.38,5.36,33.9,Laterite
2023-02,MOIL-Mine-14,71876.14,59063.09,12,89.42,12.62,11.19,28.82,0.209,28,2.64,33.68,3.88,34.47,Metamorphic
2023-03,MOIL-Mine-14,72254.07,45907.03,13,77.23,18.1,53.69,26.95,0.251,28,5.72,35.4,4.16,35.06,Laterite
2023-04,MOIL-Mine-14,72642.25,49388.39,12,71.89,21.88,55.69,31.22,0.305,29,4.06,33.3,4.89,28.63,Banded formation
2023-05,MOIL-Mine-14,71299.97,58753.98,12,89.24,15.94,19.82,35.95,0.231,24,3.2,35.18,5.01,27.95,Metamorphic
2023-06,MOIL-Mine-14,68239.12,39303.07,12,79.24,23.23,131.12,29.28,0.48,20,7.61,30.84,5.17,28.21,Manganese-bearing
2023-07,MOIL-Mine-14,72286.07,64816.25,12,79.64,5.83,20.4,28.99,0.227,26,1.77,33.09,4.93,26.1,Manganese-bearing
2023-08,MOIL-Mine-14,70968.51,45723.28,11,82.37,26.56,92.79,30.72,0.404,24,4.28,32.33,4.64,25.85,Metamorphic
2023-09,MOIL-Mine-14,70622.22,38842.22,13,64.88,23.51,260.68,28.73,0.69,26,11.71,33.38,5.27,30.7,Banded formation
2023-10,MOIL-Mine-14,71882.9,58071.62,11,81.32,18.34,23.05,28.89,0.241,25,2.03,34.43,4.55,29.49,Metamorphic
2023-11,MOIL-Mine-14,73069.21,56776.81,12,77.98,18.79,23.94,25.17,0.241,29,3.74,35.38,4.62,32.21,Manganese-bearing
2023-12,MOIL-Mine-14,70606.26,56334.94,13,81.06,18.62,9.6,22.91,0.195,26,3.06,33.4,4.6,33.3,Manganese-bearing
2024-01,MOIL-Mine-14,74017.38,59736.03,8,86.64,19.69,1.47,23.39,0.172,28,2.87,31.83,5.51,31.95,Manganese-bearing
2024-02,MOIL-Mine-14,70762.93,52707.75,11,73.48,23.28,11.07,26.52,0.276,23,3.22,33.2,4.97,30.97,Metamorphic
2024-03,MOIL-Mine-14,72413.2,50592.06,11,79.68,17.3,17.85,28.83,0.248,27,3.39,33.74,4.06,29.47,Laterite
2024-04,MOIL-Mine-14,71612.66,54595.94,11,82.25,20.11,18.17,32.05,0.199,19,2.92,30.8,4.77,30.32,Manganese-bearing
2024-05,MOIL-Mine-14,73201.6,46400.69,12,77.47,16.9,60.06,34.43,0.275,24,4.34,30.66,5.15,30.89,Laterite
2024-06,MOIL-Mine-14,72013.04,39607.17,13,57.92,38.26,271.44,28.72,0.671,22,11.18,34.48,5.3,27.82,Metamorphic
2024-07,MOIL-Mine-14,72176.12,39696.87,13,67.16,35.9,209.82,30.38,0.627,22,10.54,34.11,5.31,25.9,Manganese-bearing
2024-08,MOIL-Mine-14,73288.24,49768.45,12,80.04,22.78,82.76,28.51,0.381,27,4.74,34.89,5.13,32.32,Manganese-bearing
2024-09,MOIL-Mine-14,73647.87,54293.67,11,86.53,14.13,43.64,30.47,0.319,33,3.9,30.66,4.79,34.07,Manganese-bearing
2024-10,MOIL-Mine-14,73880.91,62585.99,13,78.98,8.02,7.5,27.52,0.177,19,1.99,30.88,4.59,30.82,Banded formation
2024-11,MOIL-Mine-14,73868.79,63750.16,13,86.32,11.14,1.72,24.16,0.158,30,2.5,31.03,4.09,31.05,Manganese-bearing
2024-12,MOIL-Mine-14,71015.06,54136.87,11,75.7,13.32,19.93,22.61,0.234,27,3.51,31.19,4.57,30.46,Manganese-bearing
2025-01,MOIL-Mine-14,74945.95,56583.96,13,80.69,21.71,21.87,20.5,0.234,28,5.5,34.87,5.01,27.82,Manganese-bearing
2025-02,MOIL-Mine-14,75249.42,57408.14,12,80.75,5.0,6.37,21.3,0.16,25,2.72,31.2,5.37,32.72,Laterite
2025-03,MOIL-Mine-14,72852.08,56775.73,11,83.09,29.19,23.69,27.96,0.24,30,3.31,36.16,5.07,28.31,Banded formation
2025-04,MOIL-Mine-14,74856.02,55722.1,12,84.1,16.21,7.75,31.69,0.207,27,3.85,30.27,5.0,30.58,Metamorphic
2025-05,MOIL-Mine-14,74500.09,59465.01,12,80.3,12.42,27.09,36.55,0.222,18,3.24,32.6,5.13,32.72,Manganese-bearing
2025-06,MOIL-Mine-14,73304.35,61591.78,11,82.47,6.51,23.13,27.52,0.211,22,3.83,33.28,4.41,28.33,Manganese-bearing
2025-07,MOIL-Mine-14,71995.53,56931.47,12,87.83,24.33,40.43,29.41,0.263,30,3.43,33.76,5.01,27.47,Manganese-bearing
2025-08,MOIL-Mine-14,73271.08,40299.1,12,62.48,25.63,225.04,27.96,0.653,26,9.89,33.12,4.55,31.49,Manganese-bearing
2025-09,MOIL-Mine-14,74129.4,50075.07,11,81.04,13.2,67.77,30.36,0.327,23,5.39,30.75,5.02,32.02,Metamorphic
2025-10,MOIL-Mine-14,73173.71,57193.74,11,84.81,27.91,17.59,31.54,0.246,27,2.2,34.09,5.3,29.21,Metamorphic
2025-11,MOIL-Mine-14,72830.84,50607.4,12,88.68,24.03,23.85,26.83,0.273,23,4.13,29.65,4.31,32.25,Metamorphic
2025-12,MOIL-Mine-14,72826.07,54826.38,10,84.22,21.35,20.57,21.84,0.196,22,4.09,32.43,4.89,35.19,Manganese-bearing
2021-01,MOIL-Mine-15,95777.04,69392.83,12,94.54,18.17,11.63,24.45,0.227,18,3.38,30.33,4.11,30.87,Metamorphic
2021-02,MOIL-Mine-15,96801.01,63368.91,11,75.66,29.59,14.97,22.43,0.232,26,3.74,30.63,4.45,29.0,Manganese-bearing
2021-03,MOIL-Mine-15,98462.2,73607.58,14,75.97,14.93,3.66,25.63,0.241,27,3.28,31.3,4.78,27.63,Metamorphic
2021-04,MOIL-Mine-15,97357.57,80638.88,12,86.34,11.84,20.18,33.36,0.199,29,3.48,29.83,5.76,25.86,Manganese-bearing
2021-05,MOIL-Mine-15,99655.34,61057.45,13,76.78,26.45,39.15,33.76,0.236,22,4.01,29.15,4.3,28.74,Metamorphic
2021-06,MOIL-Mine-15,96660.17,66761.54,13,77.62,18.62,47.76,31.04,0.223,24,4.82,32.32,5.04,29.37,Manganese-bearing
2021-07,MOIL-Mine-15,93905.73,73738.73,12,84.27,19.04,25.1,27.39,0.197,33,2.68,33.13,4.47,26.01,Manganese-bearing
2021-08,MOIL-Mine-15,98814.4,68369.58,14,79.81,19.4,66.49,25.55,0.352,20,4.78,32.54,4.89,26.42,Manganese-bearing
2021-09,MOIL-Mine-15,96249.22,60754.12,11,84.01,21.08,78.19,28.92,0.34,26,4.25,32.71,4.31,29.21,Metamorphic
2021-10,MOIL-Mine-15,94105.63,80623.1,11,88.49,8.03,19.53,31.52,0.209,25,3.03,31.7,5.59,27.66,Manganese-bearing
2021-11,MOIL-Mine-15,93217.6,69284.39,11,85.48,15.33,3.55,25.21,0.14,27,4.3,31.26,4.84,32.01,Manganese-bearing
2021-12,MOIL-Mine-15,95858.92,71345.75,13,76.06,17.86,15.83,21.09,0.254,32,2.57,31.22,4.47,25.51,Manganese-bearing
2022-01,MOIL-Mine-15,98534.57,78769.37,12,90.68,14.02,33.13,18.05,0.187,34,4.68,33.67,5.62,26.67,Manganese-bearing
2022-02,MOIL-Mine-15,97625.54,66934.27,12,84.65,22.15,11.25,26.84,0.226,23,3.19,31.98,4.3,30.76,Laterite
2022-03,MOIL-Mine-15,98486.75,86786.57,12,82.26,6.75,18.12,24.79,0.254,20,1.92,31.42,5.48,29.18,Manganese-bearing
2022-04,MOIL-Mine-15,99827.38,70648.55,12,90.52,29.49,26.53,30.35,0.237,34,3.85,33.24,5.03,29.65,Metamorphic
2022-05,MOIL-Mine-15,97057.01,77167.86,13,78.37,16.92,19.82,33.64,0.237,29,1.62,31.06,4.89,31.01,Manganese-bearing
2022-06,MOIL-Mine-15,98379.5,62673.87,14,80.33,16.72,76.59,29.82,0.24,33,4.43,31.23,5.22,24.49,Laterite
2022-07,MOIL-Mine-15,96920.06,62321.64,12,83.97,17.4,17.64,27.55,0.184,31,4.23,29.38,4.44,27.74,Laterite
2022-08,MOIL-Mine-15,98405.17,54122.85,13,66.32,33.95,186.46,28.88,0.562,28,7.99,28.93,5.39,27.73,Laterite
2022-09,MOIL-Mine-15,97701.4,53735.77,13,73.58,24.11,177.63,29.07,0.542,19,8.66,31.59,4.21,30.26,Laterite
2022-10,MOIL-Mine-15,95290.32,63181.1,14,74.16,18.18,37.59,28.94,0.211,20,3.98,29.67,4.24,28.59,Manganese-bearing
2022-11,MOIL-Mine-15,96744.82,80252.53,14,76.61,11.97,3.91,22.15,0.147,17,1.53,30.31,5.34,31.14,Manganese-bearing
2022-12,MOIL-Mine-15,97081.76,73272.02,12,84.71,18.69,12.48,21.87,0.237,25,3.46,30.99,4.34,30.96,Manganese-bearing
2023-01,MOIL-Mine-15,100955.87,70534.72,14,76.03,19.29,40.13,25.81,0.244,26,3.66,31.01,5.53,26.61,Metamorphic
2023-02,MOIL-Mine-15,96754.33,77474.59,12,80.69,12.82,9.23,23.44,0.234,25,3.29,32.85,4.83,30.11,Manganese-bearing
2023-03,MOIL-Mine-15,101150.16,71398.61,14,80.12,31.53,9.03,27.55,0.222,28,3.36,30.68,5.56,32.88,Manganese-bearing
2023-04,MOIL-Mine-15,98618.18,77546.53,13,86.66,19.01,5.15,31.7,0.156,30,2.57,32.28,4.88,28.66,Banded formation
2023-05,MOIL-Mine-15,98654.64,65229.12,13,79.95,31.57,45.89,34.23,0.257,22,4.66,30.99,5.04,28.55,Manganese-bearing
2023-06,MOIL-Mine-15,98418.85,58247.42,12,73.87,18.59,101.0,34.93,0.41,27,5.64,30.08,5.31,25.97,Metamorphic
2023-07,MOIL-Mine-15,98729.37,61397.92,12,79.58,35.06,50.13,27.87,0.325,30,4.04,30.59,4.63,29.39,Metamorphic
2023-08,MOIL-Mine-15,98990.46,55728.34,12,76.63,31.87,46.45,26.66,0.266,27,4.84,29.06,4.9,29.65,Metamorphic
2023-09,MOIL-Mine-15,101506.78,69033.85,12,78.98,22.11,62.41,29.3,0.313,25,4.78,32.89,4.47,24.58,Manganese-bearing
2023-10,MOIL-Mine-15,101163.98,78090.08,12,87.43,20.0,6.29,28.31,0.162,24,2.71,29.8,4.98,31.22,Manganese-bearing
2023-11,MOIL-Mine-15,98884.71,72611.59,12,86.86,17.59,23.81,19.53,0.265,33,3.59,29.54,4.58,27.73,Manganese-bearing
2023-12,MOIL-Mine-15,99834.93,66119.08,14,80.42,24.9,65.27,20.42,0.295,29,4.66,31.1,4.68,28.67,Manganese-bearing
2024-01,MOIL-Mine-15,100351.94,81055.67,13,86.43,21.54,4.81,21.13,0.214,26,2.92,33.03,5.7,29.31,Banded formation
2024-02,MOIL-Mine-15,101208.51,76038.04,13,80.37,16.2,15.6,27.91,0.26,21,4.55,33.62,4.68,25.87,Manganese-bearing
2024-03,MOIL-Mine-15,101090.92,82362.24,10,84.59,19.13,6.83,24.17,0.207,22,1.92,33.08,4.56,25.81,Manganese-bearing
2024-04,MOIL-Mine-15,103936.47,67590.0,12,83.23,25.68,20.61,33.13,0.255,30,3.22,30.68,4.35,30.08,Laterite
2024-05,MOIL-Mine-15,103040.62,80137.31,11,82.1,16.82,6.52,34.8,0.194,24,2.65,34.45,3.88,27.62,Metamorphic
2024-06,MOIL-Mine-15,100093.49,73708.88,15,81.66,24.26,25.47,28.19,0.244,21,3.48,32.51,4.8,31.02,Manganese-bearing
2024-07,MOIL-Mine-15,99549.43,60093.0,12,78.87,15.78,79.0,24.11,0.421,26,6.09,32.47,4.42,33.65,Banded formation
2024-08,MOIL-Mine-15,101914.26,56052.84,10,74.18,24.22,169.15,25.33,0.496,24,9.47,32.46,4.58,26.34,Manganese-bearing
2024-09,MOIL-Mine-15,102056.12,63075.42,12,81.9,24.62,53.19,25.99,0.285,25,5.33,30.63,4.63,29.46,Manganese-bearing
2024-10,MOIL-Mine-15,97389.97,62792.92,11,72.52,26.76,23.99,23.52,0.189,16,5.44,32.72,3.87,24.18,Manganese-bearing
2024-11,MOIL-Mine-15,100163.03,74932.82,13,83.19,20.37,5.1,23.57,0.24,20,4.14,33.18,4.89,28.58,Manganese-bearing
2024-12,MOIL-Mine-15,97087.95,73058.45,12,81.06,20.27,35.03,21.04,0.193,22,2.14,30.34,4.36,30.1,Manganese-bearing
2025-01,MOIL-Mine-15,101424.7,72177.46,12,79.25,16.65,15.94,18.05,0.255,25,2.17,30.52,4.6,27.72,Laterite
2025-02,MOIL-Mine-15,105727.53,81868.15,11,83.56,20.21,10.24,21.53,0.253,27,2.32,30.76,4.69,31.73,Manganese-bearing
2025-03,MOIL-Mine-15,103177.3,84951.25,12,81.3,12.17,4.39,22.96,0.174,30,2.46,33.29,4.34,28.82,Manganese-bearing
2025-04,MOIL-Mine-15,106078.61,84834.2,12,89.97,17.64,8.99,31.43,0.164,27,2.45,31.1,5.07,30.13,Banded formation
2025-05,MOIL-Mine-15,103291.43,89007.88,11,80.53,11.74,6.53,31.82,0.141,31,1.17,32.35,4.43,25.51,Banded formation
2025-06,MOIL-Mine-15,102948.42,70576.67,12,76.17,22.75,36.72,34.31,0.244,23,3.5,30.7,4.92,28.86,Manganese-bearing
2025-07,MOIL-Mine-15,102838.67,67314.31,13,73.44,25.13,84.0,25.05,0.335,22,4.44,33.37,5.26,22.98,Manganese-bearing
2025-08,MOIL-Mine-15,102581.51,67390.19,13,82.11,16.99,74.7,25.0,0.317,21,4.23,30.73,4.57,27.63,Banded formation
2025-09,MOIL-Mine-15,101728.34,55950.58,11,75.42,24.51,131.99,30.36,0.446,30,6.2,32.34,4.32,30.15,Manganese-bearing
2025-10,MOIL-Mine-15,102187.29,73999.14,12,78.5,22.76,12.48,29.11,0.199,28,3.45,32.96,5.13,29.08,Metamorphic
2025-11,MOIL-Mine-15,100335.23,80900.67,11,78.64,7.19,19.86,23.96,0.217,25,2.83,31.25,4.96,28.06,Manganese-bearing
2025-12,MOIL-Mine-15,102775.19,74534.52,11,82.95,22.63,8.93,19.55,0.205,27,2.69,30.87,4.1,29.12,Manganese-bearing
2021-01,MOIL-Mine-16,89369.56,67254.27,11,75.78,11.85,39.82,22.23,0.218,28,4.04,31.1,5.38,28.18,Manganese-bearing
2021-02,MOIL-Mine-16,88286.44,61602.48,9,77.53,21.49,11.45,24.79,0.146,25,4.07,30.72,4.71,28.51,Banded formation
2021-03,MOIL-Mine-16,89135.45,67257.85,12,85.22,20.89,13.96,23.76,0.178,26,4.41,32.18,4.63,27.1,Manganese-bearing
2021-04,MOIL-Mine-16,91167.32,74823.06,11,87.21,17.28,1.99,30.66,0.224,31,2.64,31.26,4.88,30.8,Manganese-bearing
2021-05,MOIL-Mine-16,86238.38,67241.24,11,80.55,20.36,7.62,32.58,0.228,24,3.81,34.97,4.86,28.93,Manganese-bearing
2021-06,MOIL-Mine-16,85763.13,47169.72,11,71.3,26.03,115.0,32.41,0.413,20,6.13,29.29,4.37,27.43,Metamorphic
2021-07,MOIL-Mine-16,87866.63,48852.66,12,70.26,24.6,121.57,29.07,0.453,25,5.9,30.37,4.29,30.94,Manganese-bearing
2021-08,MOIL-Mine-16,87886.01,54666.37,10,78.84,21.11,92.05,27.12,0.413,24,4.9,30.87,4.61,26.14,Metamorphic
2021-09,MOIL-Mine-16,86881.23,47784.68,10,55.01,41.95,320.0,30.84,0.789,23,12.41,30.59,4.47,28.41,Manganese-bearing
2021-10,MOIL-Mine-16,89411.39,66910.25,11,75.84,20.21,8.34,30.51,0.125,24,3.39,32.46,4.54,28.28,Manganese-bearing
2021-11,MOIL-Mine-16,88128.92,62774.16,11,84.33,18.31,9.24,25.5,0.189,24,5.53,30.27,5.05,29.79,Manganese-bearing
2021-12,MOIL-Mine-16,90300.47,62060.44,11,83.64,23.31,11.44,22.14,0.226,23,2.89,32.2,3.76,30.02,Laterite
2022-01,MOIL-Mine-16,88335.7,70531.44,11,80.64,12.73,16.28,20.2,0.227,25,3.17,32.74,4.47,28.5,Metamorphic
2022-02,MOIL-Mine-16,90083.02,61097.92,11,79.44,16.65,17.91,26.89,0.225,29,4.55,30.9,4.36,31.0,Metamorphic
2022-03,MOIL-Mine-16,92773.95,71253.99,13,85.41,25.84,12.9,29.32,0.244,26,3.78,34.52,4.59,30.74,Manganese-bearing
2022-04,MOIL-Mine-16,90176.78,52969.49,14,81.16,23.86,66.14,32.95,0.322,25,6.4,29.85,4.7,26.56,Metamorphic
2022-05,MOIL-Mine-16,89393.07,64612.18,11,76.65,22.91,20.03,36.13,0.26,26,2.72,28.78,5.04,34.07,Manganese-bearing
2022-06,MOIL-Mine-16,87194.87,51632.19,13,73.25,26.77,75.76,28.63,0.332,18,5.09,28.95,5.21,31.23,Manganese-bearing
2022-07,MOIL-Mine-16,93855.44,55231.78,9,78.63,30.66,79.04,26.39,0.386,27,6.58,32.43,4.45,31.87,Manganese-bearing
2022-08,MOIL-Mine-16,89239.88,57527.41,11,80.02,23.79,74.44,28.5,0.393,29,4.62,29.89,5.22,23.56,Banded formation
2022-09,MOIL-Mine-16,90022.85,56395.31,9,81.73,25.03,86.61,27.75,0.362,21,6.05,30.51,4.74,27.22,Manganese-bearing
2022-10,MOIL-Mine-16,88540.1,73317.54,11,80.65,5.0,11.57,28.29,0.205,24,3.3,32.29,4.82,29.57,Manganese-bearing
2022-11,MOIL-Mine-16,90450.82,73155.14,12,86.55,20.36,17.39,23.98,0.175,12,1.38,30.21,4.51,24.18,Metamorphic
2022-12,MOIL-Mine-16,89348.42,62899.41,12,83.9,30.24,35.51,20.4,0.228,25,3.86,30.67,4.87,27.36,Manganese-bearing
2023-01,MOIL-Mine-16,90720.37,73358.13,11,76.63,11.68,19.84,22.25,0.244,23,2.25,34.19,4.27,31.23,Manganese-bearing
2023-02,MOIL-Mine-16,92877.09,57126.03,11,79.35,29.53,62.48,26.9,0.307,27,5.76,32.12,4.26,25.64,Manganese-bearing
2023-03,MOIL-Mine-16,88677.21,67403.89,10,81.51,7.81,3.47,27.75,0.139,26,2.64,29.28,5.34,29.71,Laterite
2023-04,MOIL-Mine-16,91766.71,72691.28,12,79.63,9.04,32.08,34.69,0.254,28,3.25,31.71,5.13,25.7,Banded formation
2023-05,MOIL-Mine-16,86431.8,59347.72,12,87.18,16.68,20.71,32.62,0.187,20,5.2,28.23,4.77,29.68,Metamorphic
2023-06,MOIL-Mine-16,89626.91,57406.28,10,72.75,25.59,65.65,32.75,0.299,33,4.4,33.18,3.45,27.93,Manganese-bearing
2023-07,MOIL-Mine-16,88480.61,50687.63,9,78.75,21.82,74.56,29.48,0.284,29,4.53,32.17,4.8,28.62,Laterite
2023-08,MOIL-Mine-16,89506.16,60242.88,12,78.04,14.01,80.35,26.79,0.389,23,4.53,28.11,4.77,26.6,Manganese-bearing
2023-09,MOIL-Mine-16,91643.9,53676.25,11,74.24,22.07,93.69,26.19,0.332,26,3.58,30.4,4.4,30.14,Laterite
2023-10,MOIL-Mine-16,92919.58,63087.84,11,84.45,25.29,12.81,29.92,0.168,22,5.06,29.39,4.89,25.71,Metamorphic
2023-11,MOIL-Mine-16,91935.12,63036.85,10,83.19,21.03,17.62,21.17,0.202,25,4.39,30.43,4.19,29.95,Banded formation
2023-12,MOIL-Mine-16,90261.72,71572.14,12,85.27,18.28,30.52,20.11,0.271,25,3.76,33.48,4.94,27.44,Manganese-bearing
2024-01,MOIL-Mine-16,91350.49,64865.31,12,86.29,18.84,22.95,20.3,0.23,33,3.59,30.7,4.5,32.15,Metamorphic
2024-02,MOIL-Mine-16,92908.34,69115.05,11,86.14,19.73,10.94,21.01,0.29,25,3.47,32.87,5.35,28.73,Laterite
2024-03,MOIL-Mine-16,89397.07,68283.65,11,90.52,18.71,19.54,31.31,0.203,27,3.23,33.08,5.14,30.3,Metamorphic
2024-04,MOIL-Mine-16,90051.92,54460.52,11,75.42,25.52,96.22,32.81,0.381,22,5.28,30.68,4.42,27.98,Manganese-bearing
2024-05,MOIL-Mine-16,94792.63,69100.5,12,75.81,17.57,13.91,35.82,0.207,33,3.47,33.25,4.73,33.4,Banded formation
2024-06,MOIL-Mine-16,91028.0,59882.93,13,85.29,24.85,74.65,36.08,0.328,24,3.92,29.12,4.64,29.08,Manganese-bearing
